date,time,gender,device,activity,country,state
7/26/2014,8:03 AM,male,tablet,1,CHN,
7/21/2014,12:48 AM,female,mobile,0,CHN,
7/23/2014,1:50 AM,female,mobile,0,CHN,
7/26/2014,8:16 AM,female,tablet,1,CHN,
7/27/2014,5:15 AM,male,tablet,0,CHN,
7/28/2014,5:58 AM,male,tablet,0,CHN,
7/22/2014,10:43 PM,female,tablet,1,CHN,
7/21/2014,12:42 PM,male,desktop,1,CHN,
7/20/2014,9:02 PM,male,mobile,0,CHN,
7/19/2014,12:00 AM,female,mobile,1,CHN,
7/23/2014,11:33 PM,male,desktop,1,CHN,
7/18/2014,1:08 PM,female,mobile,0,CHN,
7/31/2014,10:42 AM,female,desktop,1,CHN,
7/26/2014,8:54 PM,male,tablet,0,CHN,
7/26/2014,9:11 AM,male,mobile,0,CHN,
7/18/2014,5:42 PM,male,tablet,0,CHN,
7/21/2014,5:40 PM,male,tablet,1,CHN,
7/24/2014,1:32 PM,female,mobile,0,CHN,
7/27/2014,10:16 AM,male,tablet,0,CHN,
7/28/2014,11:00 PM,male,desktop,0,CHN,
7/28/2014,3:00 AM,male,tablet,1,CHN,
7/23/2014,12:31 PM,male,tablet,0,CHN,
7/22/2014,1:03 AM,male,mobile,1,CHN,
7/21/2014,5:36 PM,male,tablet,0,CHN,
7/27/2014,7:39 AM,male,tablet,1,CHN,
7/27/2014,3:56 PM,male,tablet,1,CHN,
7/30/2014,5:56 PM,male,desktop,0,CHN,
7/24/2014,11:44 AM,male,tablet,0,CHN,
7/22/2014,12:01 PM,female,tablet,0,CHN,
7/30/2014,11:52 AM,female,mobile,1,CHN,
7/26/2014,3:57 AM,male,mobile,1,CHN,
7/23/2014,3:17 PM,female,mobile,1,CHN,
7/31/2014,7:20 PM,male,tablet,1,CHN,
7/29/2014,5:42 PM,female,desktop,1,CHN,
7/24/2014,9:10 AM,female,mobile,0,CHN,
7/29/2014,12:05 AM,male,mobile,1,CHN,
7/25/2014,11:02 PM,male,mobile,1,CHN,
7/27/2014,2:16 AM,male,tablet,1,CHN,
7/26/2014,5:13 AM,female,tablet,1,CHN,
7/26/2014,6:13 AM,female,tablet,0,CHN,
7/28/2014,1:03 PM,male,tablet,1,CHN,
7/25/2014,2:41 PM,male,tablet,0,CHN,
7/19/2014,1:54 PM,female,tablet,0,CHN,
7/20/2014,5:40 PM,female,tablet,1,CHN,
7/21/2014,1:32 AM,male,tablet,0,CHN,
7/20/2014,7:00 PM,female,tablet,1,CHN,
7/24/2014,12:02 AM,female,tablet,1,CHN,
7/22/2014,11:35 AM,female,desktop,0,CHN,
7/20/2014,10:53 AM,female,tablet,1,CHN,
7/27/2014,6:21 PM,female,mobile,1,CHN,
7/22/2014,10:29 PM,female,desktop,0,CHN,
7/22/2014,3:57 PM,male,desktop,0,CHN,
7/26/2014,4:56 AM,female,desktop,1,CHN,
7/31/2014,12:10 AM,female,mobile,1,CHN,
7/28/2014,12:00 AM,female,desktop,0,CHN,
7/22/2014,10:56 AM,male,mobile,1,CHN,
7/23/2014,9:58 PM,female,desktop,0,CHN,
7/25/2014,8:21 PM,female,tablet,1,CHN,
7/21/2014,11:48 AM,female,desktop,0,CHN,
7/19/2014,10:53 AM,male,mobile,1,CHN,
7/23/2014,12:38 AM,female,tablet,0,CHN,
7/17/2014,1:59 PM,male,tablet,1,CHN,
7/28/2014,4:50 PM,female,desktop,0,CHN,
7/29/2014,5:19 AM,female,tablet,0,CHN,
7/21/2014,12:59 AM,male,mobile,0,CHN,
7/25/2014,4:27 AM,male,mobile,1,CHN,
7/21/2014,3:35 AM,male,desktop,0,CHN,
7/22/2014,2:30 PM,male,tablet,0,CHN,
7/29/2014,6:34 PM,female,mobile,0,CHN,
7/28/2014,2:46 AM,male,desktop,1,CHN,
7/17/2014,12:20 AM,female,mobile,1,CHN,
7/18/2014,4:10 PM,female,desktop,1,CHN,
7/27/2014,4:48 AM,female,desktop,0,CHN,
7/28/2014,2:39 AM,female,mobile,1,CHN,
7/21/2014,7:13 PM,male,tablet,0,CHN,
7/23/2014,2:14 AM,female,tablet,1,CHN,
7/21/2014,12:46 AM,female,tablet,0,CHN,
7/18/2014,5:56 PM,male,tablet,0,CHN,
7/24/2014,11:13 PM,female,desktop,0,CHN,
7/28/2014,9:26 PM,female,tablet,1,CHN,
7/23/2014,11:44 AM,male,mobile,0,CHN,
7/22/2014,2:40 PM,male,desktop,0,CHN,
7/31/2014,9:46 PM,male,mobile,0,CHN,
7/21/2014,9:34 AM,female,tablet,1,CHN,
7/24/2014,3:27 AM,female,desktop,0,CHN,
7/27/2014,9:55 AM,male,tablet,0,CHN,
7/23/2014,1:44 PM,female,desktop,0,CHN,
7/21/2014,2:22 PM,male,mobile,1,CHN,
7/27/2014,9:03 AM,male,desktop,0,CHN,
7/31/2014,2:53 AM,male,desktop,1,CHN,
7/27/2014,5:07 AM,male,tablet,0,CHN,
7/17/2014,5:59 AM,male,desktop,0,CHN,
7/20/2014,8:58 PM,male,mobile,0,CHN,
7/23/2014,2:12 AM,female,mobile,1,CHN,
7/18/2014,10:33 AM,male,tablet,0,CHN,
7/20/2014,10:39 PM,male,tablet,1,CHN,
7/26/2014,11:16 AM,female,mobile,0,CHN,
7/27/2014,3:57 AM,male,mobile,1,CHN,
7/31/2014,8:41 PM,male,tablet,1,CHN,
7/26/2014,3:28 PM,female,desktop,1,CHN,
7/31/2014,7:21 PM,male,desktop,0,CHN,
7/24/2014,12:17 AM,female,desktop,0,CHN,
7/17/2014,2:58 PM,female,mobile,0,CHN,
7/20/2014,8:00 PM,male,mobile,1,CHN,
7/24/2014,3:50 AM,male,tablet,0,CHN,
7/31/2014,5:23 AM,female,mobile,1,CHN,
7/18/2014,11:54 PM,male,desktop,0,CHN,
7/28/2014,10:30 AM,male,tablet,0,CHN,
7/31/2014,8:20 AM,female,tablet,1,CHN,
7/26/2014,7:00 PM,male,mobile,1,CHN,
7/29/2014,10:55 AM,male,tablet,0,CHN,
7/26/2014,11:18 AM,female,desktop,1,CHN,
7/27/2014,4:51 PM,female,mobile,1,CHN,
7/31/2014,9:17 PM,female,mobile,0,CHN,
7/28/2014,7:38 PM,female,mobile,0,CHN,
7/30/2014,1:14 AM,male,desktop,0,CHN,
7/17/2014,6:52 PM,male,desktop,1,CHN,
7/27/2014,12:10 AM,female,tablet,0,CHN,
7/21/2014,3:00 PM,male,desktop,0,CHN,
7/28/2014,11:24 PM,female,tablet,0,CHN,
7/31/2014,10:28 PM,female,tablet,1,CHN,
7/26/2014,12:04 AM,female,mobile,0,CHN,
7/20/2014,10:42 AM,male,mobile,0,CHN,
7/21/2014,8:17 AM,female,tablet,1,CHN,
7/30/2014,5:24 AM,female,desktop,1,CHN,
7/22/2014,5:14 PM,female,tablet,1,CHN,
7/27/2014,2:55 PM,male,mobile,1,CHN,
7/27/2014,11:10 AM,male,tablet,0,CHN,
7/24/2014,1:38 AM,male,tablet,0,CHN,
7/17/2014,1:08 PM,male,tablet,0,CHN,
7/24/2014,9:27 PM,female,desktop,1,CHN,
7/27/2014,1:02 AM,female,mobile,1,CHN,
7/26/2014,12:17 AM,female,tablet,1,CHN,
7/25/2014,5:50 PM,male,tablet,0,CHN,
7/17/2014,6:27 PM,male,tablet,1,CHN,
7/20/2014,3:34 AM,male,desktop,1,CHN,
7/19/2014,11:30 PM,female,tablet,0,CHN,
7/26/2014,7:33 PM,male,desktop,0,CHN,
7/30/2014,3:21 AM,female,tablet,0,CHN,
7/18/2014,8:23 PM,male,tablet,1,CHN,
7/28/2014,9:22 PM,female,desktop,1,CHN,
7/17/2014,11:05 AM,male,mobile,1,CHN,
7/18/2014,2:42 PM,male,tablet,0,CHN,
7/20/2014,11:33 PM,female,desktop,0,CHN,
7/18/2014,1:30 PM,female,tablet,1,CHN,
7/19/2014,3:27 AM,female,tablet,1,CHN,
7/30/2014,1:39 AM,female,tablet,1,CHN,
7/23/2014,5:21 PM,male,desktop,1,CHN,
7/27/2014,2:47 PM,female,desktop,1,CHN,
7/24/2014,5:30 PM,female,desktop,0,CHN,
7/23/2014,10:25 PM,female,mobile,0,CHN,
7/19/2014,7:09 PM,female,tablet,1,CHN,
7/20/2014,6:37 PM,female,mobile,1,CHN,
7/20/2014,10:19 AM,male,tablet,1,CHN,
7/25/2014,7:22 AM,male,tablet,0,CHN,
7/31/2014,9:26 AM,female,tablet,1,CHN,
7/28/2014,3:59 AM,female,tablet,1,CHN,
7/19/2014,8:28 PM,female,tablet,0,CHN,
7/22/2014,10:57 PM,female,desktop,0,CHN,
7/19/2014,10:14 AM,male,tablet,1,CHN,
7/31/2014,11:26 PM,male,tablet,0,CHN,
7/31/2014,12:30 AM,male,mobile,1,CHN,
7/22/2014,6:07 PM,female,tablet,0,CHN,
7/21/2014,12:35 AM,female,desktop,0,CHN,
7/23/2014,5:31 PM,male,mobile,0,CHN,
7/17/2014,3:05 PM,female,tablet,0,CHN,
7/23/2014,4:39 AM,male,desktop,0,CHN,
7/17/2014,3:55 PM,female,mobile,0,CHN,
7/21/2014,3:25 AM,male,desktop,1,CHN,
7/25/2014,2:39 AM,female,mobile,0,CHN,
7/19/2014,5:52 AM,male,desktop,1,CHN,
7/22/2014,3:55 AM,female,mobile,0,CHN,
7/24/2014,5:32 AM,female,tablet,1,CHN,
7/30/2014,9:24 PM,female,tablet,0,CHN,
7/18/2014,7:02 AM,male,tablet,1,CHN,
7/22/2014,12:45 PM,female,mobile,0,CHN,
7/24/2014,9:50 AM,male,desktop,1,CHN,
7/28/2014,4:10 AM,male,mobile,1,CHN,
7/18/2014,6:38 PM,male,mobile,1,CHN,
7/26/2014,6:22 PM,female,desktop,0,CHN,
7/19/2014,3:37 AM,female,mobile,0,CHN,
7/28/2014,6:20 AM,female,mobile,0,CHN,
7/27/2014,3:45 PM,female,tablet,0,CHN,
7/29/2014,6:53 PM,male,mobile,1,CHN,
7/19/2014,1:17 PM,female,tablet,1,CHN,
7/24/2014,5:54 AM,female,tablet,1,CHN,
7/25/2014,3:11 PM,female,desktop,0,CHN,
7/19/2014,11:20 AM,male,mobile,1,CHN,
7/31/2014,1:00 AM,female,mobile,0,CHN,
7/31/2014,4:39 AM,female,desktop,1,CHN,
7/18/2014,11:21 AM,male,mobile,1,CHN,
7/25/2014,6:44 AM,male,desktop,1,CHN,
7/21/2014,10:25 AM,male,tablet,1,CHN,
7/17/2014,10:04 AM,male,mobile,0,CHN,
7/28/2014,5:36 PM,female,desktop,1,CHN,
7/29/2014,8:47 PM,female,desktop,0,CHN,
7/26/2014,1:05 PM,male,tablet,0,CHN,
7/25/2014,2:40 PM,male,desktop,1,CHN,
7/25/2014,7:43 PM,female,desktop,0,CHN,
7/21/2014,1:31 AM,male,mobile,1,CHN,
7/31/2014,6:32 PM,female,tablet,1,CHN,
7/19/2014,9:05 AM,male,mobile,1,CHN,
7/31/2014,1:32 AM,female,mobile,1,CHN,
7/21/2014,6:23 AM,male,desktop,1,CHN,
7/20/2014,10:31 AM,female,mobile,1,CHN,
7/23/2014,5:53 PM,male,tablet,0,CHN,
7/21/2014,4:28 AM,female,desktop,0,CHN,
7/29/2014,1:54 AM,male,desktop,1,CHN,
7/26/2014,8:44 PM,female,tablet,0,CHN,
7/25/2014,10:45 PM,male,mobile,1,CHN,
7/26/2014,10:45 AM,male,desktop,0,CHN,
7/17/2014,5:12 PM,male,mobile,1,CHN,
7/21/2014,12:59 PM,female,mobile,1,CHN,
7/19/2014,9:41 PM,female,mobile,0,CHN,
7/23/2014,4:47 PM,female,mobile,0,CHN,
7/30/2014,2:54 AM,female,tablet,1,CHN,
7/22/2014,11:26 AM,male,mobile,1,CHN,
7/18/2014,9:00 PM,male,desktop,0,CHN,
7/26/2014,9:58 AM,male,desktop,0,CHN,
7/31/2014,4:30 PM,female,tablet,1,CHN,
7/23/2014,9:48 AM,female,mobile,0,CHN,
7/21/2014,5:15 AM,female,desktop,0,CHN,
7/22/2014,12:16 AM,female,mobile,0,CHN,
7/22/2014,11:00 PM,female,tablet,1,CHN,
7/26/2014,3:26 PM,male,mobile,1,CHN,
7/29/2014,4:20 PM,male,mobile,0,CHN,
7/25/2014,9:16 PM,female,mobile,0,CHN,
7/30/2014,5:45 AM,female,desktop,1,CHN,
7/19/2014,5:02 AM,female,mobile,1,CHN,
7/30/2014,5:05 PM,male,mobile,0,CHN,
7/17/2014,8:54 AM,male,tablet,0,CHN,
7/17/2014,1:32 PM,male,mobile,0,CHN,
7/22/2014,3:26 AM,male,tablet,1,CHN,
7/19/2014,3:06 AM,male,tablet,1,CHN,
7/30/2014,5:02 AM,male,mobile,0,CHN,
7/21/2014,6:32 PM,male,mobile,1,CHN,
7/23/2014,12:21 AM,female,desktop,0,CHN,
7/24/2014,8:36 PM,female,desktop,1,CHN,
7/24/2014,1:27 PM,female,mobile,0,CHN,
7/21/2014,12:03 PM,male,tablet,1,CHN,
7/25/2014,2:36 PM,male,desktop,0,CHN,
7/26/2014,8:40 AM,female,tablet,0,CHN,
7/18/2014,1:53 PM,male,desktop,1,CHN,
7/31/2014,5:50 PM,female,desktop,1,CHN,
7/22/2014,8:43 AM,male,tablet,1,CHN,
7/21/2014,3:41 PM,female,desktop,1,CHN,
7/26/2014,4:16 PM,male,desktop,1,CHN,
7/23/2014,3:11 AM,female,tablet,1,CHN,
7/30/2014,2:56 AM,male,tablet,0,CHN,
7/20/2014,12:10 AM,male,desktop,0,CHN,
7/24/2014,8:59 AM,female,desktop,1,CHN,
7/18/2014,1:44 AM,female,tablet,0,CHN,
7/23/2014,1:49 PM,male,tablet,0,CHN,
7/20/2014,11:43 AM,female,mobile,1,CHN,
7/17/2014,1:47 PM,female,tablet,1,CHN,
7/21/2014,4:43 AM,male,desktop,1,CHN,
7/28/2014,5:06 PM,female,tablet,1,CHN,
7/19/2014,4:40 AM,male,mobile,1,CHN,
7/25/2014,1:20 AM,male,mobile,0,CHN,
7/21/2014,11:46 AM,female,desktop,0,CHN,
7/18/2014,6:17 PM,male,tablet,0,CHN,
7/20/2014,7:54 AM,male,mobile,0,CHN,
7/30/2014,4:12 PM,female,mobile,0,CHN,
7/17/2014,4:15 PM,female,desktop,1,CHN,
7/22/2014,5:00 PM,female,desktop,0,CHN,
7/31/2014,11:51 AM,male,desktop,1,CHN,
7/18/2014,7:42 PM,female,desktop,1,CHN,
7/20/2014,11:13 PM,female,mobile,0,CHN,
7/28/2014,12:08 PM,male,desktop,0,CHN,
7/31/2014,6:35 AM,female,mobile,0,CHN,
7/26/2014,8:27 AM,male,tablet,0,CHN,
7/19/2014,4:20 AM,male,desktop,0,CHN,
7/26/2014,1:26 AM,female,desktop,0,CHN,
7/29/2014,12:06 PM,male,desktop,1,CHN,
7/26/2014,2:01 AM,male,desktop,1,CHN,
7/23/2014,6:35 PM,male,desktop,1,CHN,
7/30/2014,10:06 PM,female,tablet,1,CHN,
7/21/2014,1:37 PM,female,desktop,0,CHN,
7/25/2014,6:16 AM,male,desktop,0,CHN,
7/24/2014,12:23 AM,female,mobile,0,CHN,
7/29/2014,4:35 AM,female,desktop,0,CHN,
7/27/2014,8:04 AM,female,mobile,1,CHN,
7/24/2014,4:30 AM,male,mobile,1,CHN,
7/19/2014,7:31 AM,female,mobile,0,CHN,
7/20/2014,12:42 AM,female,tablet,0,CHN,
7/19/2014,8:33 PM,female,mobile,1,CHN,
7/30/2014,12:51 PM,female,mobile,1,CHN,
7/18/2014,2:52 AM,male,tablet,0,CHN,
7/21/2014,5:13 PM,female,desktop,1,CHN,
7/26/2014,12:31 PM,female,mobile,0,CHN,
7/28/2014,12:14 PM,female,tablet,0,CHN,
7/17/2014,8:11 AM,female,desktop,0,CHN,
7/22/2014,7:45 PM,male,mobile,0,CHN,
7/18/2014,2:42 PM,male,mobile,0,CHN,
7/30/2014,5:17 PM,male,tablet,1,CHN,
7/30/2014,7:39 AM,male,desktop,1,CHN,
7/23/2014,11:03 PM,male,mobile,1,CHN,
7/24/2014,10:54 PM,female,tablet,0,CHN,
7/30/2014,10:45 AM,female,desktop,0,CHN,
7/26/2014,10:50 AM,male,mobile,1,CHN,
7/20/2014,7:35 AM,female,mobile,0,CHN,
7/26/2014,7:12 PM,female,tablet,0,CHN,
7/27/2014,9:50 PM,male,tablet,0,CHN,
7/21/2014,9:11 AM,female,desktop,0,CHN,
7/25/2014,8:43 PM,female,mobile,0,CHN,
7/19/2014,9:13 AM,female,tablet,0,CHN,
7/18/2014,1:51 AM,female,mobile,1,CHN,
7/21/2014,4:00 AM,male,tablet,0,CHN,
7/21/2014,12:19 AM,female,mobile,1,CHN,
7/23/2014,9:37 AM,female,mobile,1,CHN,
7/30/2014,11:48 PM,female,tablet,0,CHN,
7/20/2014,11:59 AM,female,mobile,1,CHN,
7/23/2014,11:27 PM,female,mobile,0,CHN,
7/28/2014,3:58 AM,female,desktop,0,CHN,
7/18/2014,5:57 AM,male,mobile,1,CHN,
7/21/2014,3:33 AM,male,mobile,0,CHN,
7/17/2014,7:42 PM,male,mobile,1,CHN,
7/31/2014,8:37 PM,male,tablet,0,CHN,
7/25/2014,12:48 AM,male,tablet,1,CHN,
7/17/2014,10:12 PM,female,desktop,0,CHN,
7/21/2014,2:36 PM,male,mobile,0,CHN,
7/24/2014,9:02 PM,female,desktop,0,CHN,
7/25/2014,6:45 PM,female,tablet,0,CHN,
7/18/2014,11:21 AM,female,desktop,0,CHN,
7/27/2014,7:08 PM,female,desktop,0,CHN,
7/20/2014,10:03 AM,female,desktop,0,CHN,
7/18/2014,1:48 PM,male,desktop,1,CHN,
7/23/2014,11:21 PM,female,tablet,0,CHN,
7/22/2014,6:06 PM,female,tablet,0,CHN,
7/31/2014,1:45 AM,female,mobile,1,CHN,
7/30/2014,7:52 PM,male,mobile,0,CHN,
7/21/2014,6:27 PM,female,tablet,1,CHN,
7/28/2014,5:30 AM,female,mobile,0,CHN,
7/25/2014,5:34 PM,female,mobile,1,CHN,
7/20/2014,9:24 AM,female,mobile,0,CHN,
7/29/2014,8:46 AM,male,tablet,1,CHN,
7/26/2014,11:23 PM,female,desktop,0,CHN,
7/24/2014,9:48 AM,male,desktop,0,CHN,
7/23/2014,10:07 PM,male,tablet,1,CHN,
7/22/2014,2:57 PM,male,tablet,0,CHN,
7/23/2014,5:30 AM,female,tablet,0,CHN,
7/20/2014,8:07 AM,female,tablet,1,CHN,
7/28/2014,8:48 PM,female,desktop,1,CHN,
7/21/2014,12:57 PM,female,tablet,1,CHN,
7/23/2014,8:06 AM,female,mobile,1,CHN,
7/18/2014,5:31 PM,male,mobile,0,CHN,
7/25/2014,7:20 AM,female,tablet,1,CHN,
7/27/2014,1:16 PM,female,tablet,0,CHN,
7/31/2014,3:12 AM,female,tablet,0,CHN,
7/25/2014,7:10 PM,female,tablet,1,CHN,
7/21/2014,5:23 AM,male,mobile,0,CHN,
7/22/2014,8:31 AM,female,desktop,1,CHN,
7/18/2014,8:12 AM,male,desktop,1,CHN,
7/17/2014,6:01 AM,female,desktop,0,CHN,
7/24/2014,6:30 PM,male,desktop,1,CHN,
7/24/2014,5:30 PM,female,desktop,0,CHN,
7/28/2014,1:14 AM,male,desktop,0,CHN,
7/19/2014,4:43 PM,female,mobile,1,CHN,
7/30/2014,1:57 PM,male,desktop,0,CHN,
7/24/2014,6:59 PM,male,tablet,0,CHN,
7/23/2014,3:48 PM,male,tablet,1,CHN,
7/21/2014,9:48 AM,male,mobile,0,CHN,
7/19/2014,6:59 PM,female,tablet,1,CHN,
7/20/2014,12:13 PM,male,tablet,1,CHN,
7/23/2014,2:09 PM,female,desktop,1,CHN,
7/19/2014,9:39 AM,male,mobile,1,CHN,
7/26/2014,3:41 AM,female,desktop,0,CHN,
7/19/2014,1:51 PM,male,tablet,0,CHN,
7/19/2014,1:38 AM,male,desktop,1,CHN,
7/31/2014,5:26 AM,male,mobile,1,CHN,
7/20/2014,3:12 PM,female,tablet,0,CHN,
7/26/2014,7:29 AM,female,tablet,1,CHN,
7/18/2014,11:23 AM,male,desktop,0,CHN,
7/30/2014,1:53 PM,male,tablet,1,CHN,
7/24/2014,4:12 AM,female,desktop,1,CHN,
7/26/2014,4:59 PM,female,tablet,1,CHN,
7/25/2014,8:51 PM,female,mobile,1,CHN,
7/26/2014,9:33 PM,female,desktop,0,CHN,
7/25/2014,10:00 PM,male,tablet,1,CHN,
7/19/2014,10:27 PM,female,mobile,1,CHN,
7/18/2014,4:03 PM,female,mobile,1,CHN,
7/30/2014,3:03 AM,male,mobile,1,CHN,
7/29/2014,6:43 AM,male,tablet,0,CHN,
7/29/2014,4:42 AM,male,mobile,1,CHN,
7/27/2014,10:55 AM,female,desktop,0,CHN,
7/17/2014,2:00 AM,female,desktop,1,CHN,
7/21/2014,3:34 AM,male,mobile,0,CHN,
7/17/2014,5:24 PM,female,tablet,0,CHN,
7/19/2014,3:22 AM,female,tablet,1,CHN,
7/18/2014,7:17 PM,male,desktop,1,CHN,
7/26/2014,9:00 PM,female,tablet,0,CHN,
7/22/2014,4:44 PM,male,desktop,0,CHN,
7/29/2014,10:00 PM,male,tablet,0,CHN,
7/30/2014,5:10 PM,male,desktop,1,CHN,
7/17/2014,11:34 AM,female,desktop,1,CHN,
7/17/2014,8:34 AM,male,mobile,0,CHN,
7/27/2014,8:45 AM,female,desktop,0,CHN,
7/30/2014,9:37 PM,female,mobile,0,CHN,
7/21/2014,1:02 PM,male,desktop,0,CHN,
7/24/2014,9:40 PM,male,desktop,0,CHN,
7/24/2014,12:15 AM,male,desktop,1,CHN,
7/23/2014,1:11 AM,male,tablet,0,CHN,
7/28/2014,12:38 AM,male,desktop,1,CHN,
7/26/2014,9:12 PM,female,mobile,1,CHN,
7/19/2014,1:23 AM,female,desktop,0,CHN,
7/18/2014,10:06 PM,male,desktop,1,CHN,
7/26/2014,5:59 PM,male,mobile,1,CHN,
7/25/2014,11:52 PM,male,desktop,1,CHN,
7/26/2014,12:35 AM,female,tablet,0,CHN,
7/23/2014,11:58 PM,female,desktop,0,CHN,
7/22/2014,12:10 AM,female,tablet,0,CHN,
7/17/2014,1:46 AM,male,tablet,0,CHN,
7/18/2014,8:25 PM,female,desktop,0,CHN,
7/22/2014,5:47 AM,female,tablet,0,CHN,
7/28/2014,6:00 AM,male,mobile,0,CHN,
7/18/2014,5:04 AM,female,desktop,0,CHN,
7/25/2014,5:42 PM,female,desktop,1,CHN,
7/24/2014,9:15 AM,female,mobile,1,CHN,
7/29/2014,8:45 AM,female,tablet,1,CHN,
7/29/2014,7:04 PM,male,mobile,0,CHN,
7/22/2014,10:45 AM,female,desktop,1,CHN,
7/31/2014,8:17 AM,male,tablet,0,CHN,
7/22/2014,6:00 PM,female,tablet,1,CHN,
7/24/2014,5:59 PM,female,mobile,0,CHN,
7/25/2014,8:57 PM,male,mobile,1,CHN,
7/17/2014,3:01 AM,male,mobile,1,CHN,
7/29/2014,11:01 PM,female,tablet,0,CHN,
7/27/2014,11:37 AM,female,desktop,1,CHN,
7/23/2014,1:45 PM,female,desktop,0,CHN,
7/23/2014,7:03 PM,female,tablet,0,CHN,
7/30/2014,6:33 PM,female,mobile,0,CHN,
7/18/2014,2:24 AM,male,tablet,1,CHN,
7/23/2014,10:40 PM,male,mobile,1,CHN,
7/25/2014,4:36 AM,male,desktop,1,CHN,
7/18/2014,4:56 PM,male,mobile,0,CHN,
7/29/2014,7:36 PM,male,mobile,1,CHN,
7/17/2014,3:09 AM,female,mobile,1,CHN,
7/18/2014,12:39 PM,female,mobile,1,CHN,
7/28/2014,3:43 PM,male,desktop,0,CHN,
7/25/2014,8:34 PM,male,tablet,1,CHN,
7/28/2014,11:10 PM,female,mobile,1,CHN,
7/31/2014,6:10 PM,male,tablet,1,CHN,
7/26/2014,2:38 PM,male,mobile,0,CHN,
7/27/2014,8:11 PM,male,mobile,1,CHN,
7/28/2014,10:11 PM,female,tablet,1,CHN,
7/20/2014,5:38 PM,male,tablet,1,CHN,
7/17/2014,12:43 AM,male,mobile,1,CHN,
7/18/2014,12:33 AM,male,mobile,0,CHN,
7/23/2014,7:49 PM,male,mobile,1,CHN,
7/24/2014,8:21 PM,male,mobile,0,CHN,
7/24/2014,1:24 PM,female,tablet,1,CHN,
7/24/2014,11:43 AM,female,mobile,0,CHN,
7/21/2014,12:34 PM,male,mobile,1,CHN,
7/18/2014,5:01 AM,male,mobile,1,CHN,
7/24/2014,3:32 AM,male,tablet,0,CHN,
7/31/2014,8:36 PM,male,tablet,0,CHN,
7/31/2014,4:28 AM,male,desktop,0,CHN,
7/29/2014,3:08 PM,female,desktop,0,CHN,
7/18/2014,12:51 AM,female,tablet,1,CHN,
7/20/2014,2:25 PM,male,mobile,1,CHN,
7/18/2014,2:15 PM,male,tablet,0,CHN,
7/25/2014,6:00 PM,female,mobile,1,CHN,
7/25/2014,10:41 AM,female,desktop,1,CHN,
7/26/2014,9:51 PM,male,tablet,0,CHN,
7/17/2014,8:09 PM,male,desktop,0,CHN,
7/25/2014,3:51 AM,male,mobile,0,CHN,
7/25/2014,2:12 AM,female,desktop,1,CHN,
7/20/2014,12:36 AM,female,tablet,0,CHN,
7/18/2014,4:29 PM,female,desktop,1,CHN,
7/26/2014,12:51 AM,female,tablet,0,CHN,
7/31/2014,10:19 AM,male,tablet,1,CHN,
7/30/2014,7:48 PM,female,tablet,1,CHN,
7/31/2014,9:55 AM,female,tablet,0,CHN,
7/22/2014,2:16 AM,female,desktop,1,CHN,
7/29/2014,1:05 AM,male,desktop,1,CHN,
7/28/2014,2:00 AM,male,mobile,1,CHN,
7/20/2014,2:00 PM,female,desktop,0,CHN,
7/28/2014,7:30 AM,male,desktop,1,CHN,
7/29/2014,5:54 AM,male,mobile,0,CHN,
7/20/2014,11:16 AM,male,mobile,0,CHN,
7/25/2014,8:40 AM,female,mobile,1,CHN,
7/21/2014,12:26 AM,male,mobile,0,CHN,
7/26/2014,1:08 AM,female,mobile,1,CHN,
7/24/2014,2:01 PM,male,mobile,1,CHN,
7/23/2014,6:30 PM,male,desktop,0,CHN,
7/24/2014,4:11 PM,female,desktop,0,CHN,
7/30/2014,12:44 PM,male,mobile,0,CHN,
7/27/2014,2:56 AM,female,desktop,1,CHN,
7/27/2014,12:07 AM,male,mobile,1,CHN,
7/30/2014,6:06 PM,female,desktop,0,CHN,
7/31/2014,7:05 AM,female,mobile,1,CHN,
7/26/2014,9:14 PM,male,mobile,0,CHN,
7/21/2014,10:40 PM,male,tablet,1,CHN,
7/22/2014,11:53 AM,male,tablet,1,CHN,
7/26/2014,9:03 AM,female,desktop,1,CHN,
7/17/2014,11:27 AM,female,tablet,0,CHN,
7/20/2014,8:03 PM,male,mobile,0,CHN,
7/19/2014,7:47 AM,male,mobile,0,CHN,
7/30/2014,6:28 AM,female,mobile,0,CHN,
7/25/2014,12:47 AM,female,desktop,0,CHN,
7/31/2014,2:39 AM,female,desktop,0,CHN,
7/18/2014,9:00 PM,female,mobile,0,CHN,
7/30/2014,8:06 PM,male,tablet,1,CHN,
7/22/2014,5:15 AM,female,desktop,1,CHN,
7/18/2014,7:11 AM,male,desktop,0,CHN,
7/20/2014,9:12 PM,female,tablet,1,CHN,
7/28/2014,10:47 PM,male,mobile,0,CHN,
7/29/2014,9:35 PM,female,tablet,1,CHN,
7/25/2014,3:51 PM,female,tablet,0,CHN,
7/19/2014,7:56 AM,male,desktop,0,CHN,
7/23/2014,11:28 PM,male,mobile,0,CHN,
7/18/2014,1:49 AM,female,tablet,1,CHN,
7/26/2014,4:00 AM,male,desktop,1,CHN,
7/24/2014,9:37 PM,female,tablet,1,CHN,
7/19/2014,5:39 PM,female,desktop,0,CHN,
7/30/2014,5:43 PM,male,tablet,1,CHN,
7/29/2014,11:39 AM,male,tablet,0,CHN,
